sku,month_index,month_name,raw_demand,normalized_demand,split,unit_cost,retail_price,lead_time,initial_inventory_normalized,initial_backlog_normalized,margin_ratio,shortage_weight,capacity_normalized,source_dataset,source_url,source_license
SKU001,11,nov,731.000000,0.3730781499,test,1001.000000,5000.000000,2,0.5118979266,0.0051036683,0.7998000000,3.1896300000,2.4499500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU001,12,dec,2598.000000,1.3259330144,test,1001.000000,5000.000000,2,0.5118979266,0.0051036683,0.7998000000,3.1896300000,2.4499500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,1,jan,1006.000000,0.6162799602,train,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,2,feb,206.000000,0.1261964928,train,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,3,mar,2588.000000,1.5854200168,train,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,4,apr,670.000000,0.4104449039,train,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,5,may,2768.000000,1.6956887970,train,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,6,jun,2809.000000,1.7208055747,train,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,7,jul,1475.000000,0.9035913929,train,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,8,aug,1537.000000,0.9415728616,train,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,9,sep,919.000000,0.5629833831,test,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,10,oct,2525.000000,1.5468259438,test,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,11,nov,440.000000,0.2695459070,test,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU002,12,dec,2691.000000,1.6485182633,test,394.000000,1300.000000,2,1.9750363734,0.0061260433,0.6969230769,2.9993076923,2.4242307692,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,1,jan,1840.000000,1.0559540890,train,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,2,feb,2284.000000,1.3107604017,train,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,3,mar,850.000000,0.4878048780,train,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,4,apr,983.000000,0.5641319943,train,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,5,may,2737.000000,1.5707317073,train,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,6,jun,1264.000000,0.7253945481,train,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,7,jul,2002.000000,1.1489239598,train,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,8,aug,1980.000000,1.1362984218,train,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,9,sep,235.000000,0.1348637016,test,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,10,oct,1489.000000,0.8545193687,test,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,11,nov,218.000000,0.1251076040,test,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU003,12,dec,525.000000,0.3012912482,test,434.000000,1200.000000,4,0.2238163558,0.0057388809,0.6383333333,3.0509166667,2.1695833333,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,1,jan,104.000000,0.0764284402,train,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,2,feb,2262.000000,1.6623185743,train,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,3,mar,350.000000,0.2572110968,train,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,4,apr,528.000000,0.3880213118,train,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,5,may,2570.000000,1.8886643395,train,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,6,jun,1216.000000,0.8936248392,train,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,7,jul,1101.000000,0.8091126217,train,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,8,aug,2755.000000,2.0246187764,train,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,9,sep,2856.000000,2.0988425501,test,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,10,oct,2381.000000,1.7497703472,test,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,11,nov,1867.000000,1.3720374793,test,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU004,12,dec,2743.000000,2.0158001102,test,474.000000,475.000000,3,0.2866066507,0.0073488885,0.0500000000,1.8825000000,2.1425000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,1,jan,489.000000,0.5640138408,train,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,2,feb,954.000000,1.1003460208,train,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,3,mar,1112.000000,1.2825836217,train,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,4,apr,199.000000,0.2295271050,train,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,5,may,919.000000,1.0599769319,train,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,6,jun,330.000000,0.3806228374,train,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,7,jul,561.000000,0.6470588235,train,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,8,aug,2372.000000,2.7358708189,train,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,9,sep,921.000000,1.0622837370,test,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,10,oct,1587.000000,1.8304498270,test,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,11,nov,1532.000000,1.7670126874,test,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU005,12,dec,1512.000000,1.7439446367,test,514.000000,2000.000000,1,2.3000000000,0.0115340254,0.7430000000,3.0045500000,2.4357500000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,1,jan,2416.000000,1.4398092968,train,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,2,feb,2010.000000,1.1978545888,train,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,3,mar,2527.000000,1.5059594756,train,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,4,apr,1409.000000,0.8396901073,train,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,5,may,1059.000000,0.6311084625,train,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,6,jun,890.000000,0.5303933254,train,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,7,jul,2837.000000,1.6907032181,train,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,8,aug,276.000000,0.1644815256,train,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,9,sep,987.000000,0.5882002384,test,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,10,oct,2228.000000,1.3277711561,test,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,11,nov,1095.000000,0.6525625745,test,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU006,12,dec,1396.000000,0.8319427890,test,554.000000,1800.000000,2,0.0327771156,0.0059594756,0.6922222222,2.9906111111,2.4230555556,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,1,jan,403.000000,0.2979391923,train,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,2,feb,1737.000000,1.2841696701,train,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,3,mar,753.000000,0.5566953147,train,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,4,apr,1982.000000,1.4652989557,train,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,5,may,2775.000000,2.0515663987,train,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,6,jun,380.000000,0.2809352186,train,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,7,jul,1561.000000,1.1540523057,train,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,8,aug,1230.000000,0.9093429443,train,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,9,sep,1262.000000,0.9330006469,test,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,10,oct,2249.000000,1.6626929119,test,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,11,nov,824.000000,0.6091858423,test,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU007,12,dec,743.000000,0.5493022826,test,594.000000,2500.000000,1,2.3000000000,0.0073930321,0.7624000000,3.0404400000,2.4406000000,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,1,jan,2908.000000,2.1280643981,train,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,2,feb,929.000000,0.6798390048,train,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,3,mar,684.000000,0.5005488474,train,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,4,apr,2618.000000,1.9158433955,train,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,5,may,1477.000000,1.0808635199,train,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,6,jun,1508.000000,1.1035492133,train,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,7,jul,765.000000,0.5598243688,train,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,8,aug,43.000000,0.0314672521,train,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,9,sep,2550.000000,1.8660812294,test,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,10,oct,2157.000000,1.5784851811,test,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,11,nov,937.000000,0.6856933772,test,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU008,12,dec,1201.000000,0.8788876692,test,634.000000,3033.000000,3,0.0248810831,0.0073179656,0.7909660402,3.2532871744,2.3277415101,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU009,1,jan,2799.000000,1.4857673678,train,674.000000,5433.000000,3,0.2070201048,0.0053082078,0.8759433094,3.4104951224,2.3489858274,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU009,2,feb,2197.000000,1.1662132572,train,674.000000,5433.000000,3,0.2070201048,0.0053082078,0.8759433094,3.4104951224,2.3489858274,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU009,3,mar,1647.000000,0.8742618274,train,674.000000,5433.000000,3,0.2070201048,0.0053082078,0.8759433094,3.4104951224,2.3489858274,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU009,4,apr,2263.000000,1.2012474288,train,674.000000,5433.000000,3,0.2070201048,0.0053082078,0.8759433094,3.4104951224,2.3489858274,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU009,5,may,224.000000,0.1189038551,train,674.000000,5433.000000,3,0.2070201048,0.0053082078,0.8759433094,3.4104951224,2.3489858274,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU009,6,jun,2987.000000,1.5855616747,train,674.000000,5433.000000,3,0.2070201048,0.0053082078,0.8759433094,3.4104951224,2.3489858274,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
SKU009,7,jul,2366.000000,1.2559219693,train,674.000000,5433.000000,3,0.2070201048,0.0053082078,0.8759433094,3.4104951224,2.3489858274,supplychainpy sample complete_dataset_small.csv,https://github.com/KevinFasusi/supplychainpy,BSD-3-Clause-style upstream LICENSE
